idx,id,valido_desde,valido_hasta,url,precio,moneda,expensas,tipo_unidad,area_m2_cubierta,area_m2_descubierta,area_m2_total,antiguedad,estado_edificio,ambientes,banos,estado,disposicion,orientacion,cocheras,latitud,longitud,image_url,imagen_path,dormitorios,geometry,index_right,barrio,comuna,antiguedad_cat,estado_num,log_precio,residuo
4182,18517512.0,2026-02-06 21:35:24.233005,,https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-4-ambientes--18517512,2600000.0,ARS,0.0,Semipiso,94.0,22.0,116.0,27.40909090909091,,4.0,2.0,Excelente,Frente,SE,0.0,-34.59224,-58.5123,https://www.argenprop.com/static-content/21571581/e8b3e9cd-e1fc-4e93-8048-beaeece94bc6_u_small.jpg,images/18517512.jpg,3.0,POINT (-6513559.441143262 -4108605.334046617),37.0,Villa Devoto,11.0,27,5,14.77102200299171,-0.11945488387285508
4298,18995698.0,2026-02-09 13:20:58.759797,,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--18995698,1186552.0,USD,0.0,,37.0,0.0,37.0,23.0,,2.0,1.0,Excelente,Frente,N,0.0,-34.59136,-58.39451,https://proxy.sosiva451.com/proxy/35938A161108672B4139EF0834EB0C34C6493745B87A7793EB562F4DA98EEB4D9ECDD239FB81E3FBACD325508CA45B85A38D41F7F52E4A0523795F6A82023DF8F28610DA40A23E295A1EBE11C9080D5D15C04B93C6091BEA8AC9E6EAE1D2345AE73D5BE549C95F8679209A9E55D6DBA390A0FF031608855210B7DEE300B2A2EA2C8396A84377DD57089707735A74ADB8CA1DA928CB52666D6F9560C14B1A64E8,images/18995698.jpg,1.0,POINT (-6500447.118322722 -4108486.3361673863),27.0,Recoleta,2.0,23,5,13.986562180277717,-0.11609642898213401
4473,18996623.0,2026-02-09 13:21:00.500461,,https://www.argenprop.com/departamento-en-alquiler-en-villa-del-parque-1-ambiente--18996623,650000.0,ARS,50000.0,Departamento,6.0,45.0,34.0,23.285714285714285,,1.0,1.0,Excelente,Frente,NE,0.0,-34.59985,-58.49689,https://www.argenprop.com/static-content/32669981/492a5a5d-98ec-49c6-8735-fc06f2b4d241_u_small.jpg,images/18996623.jpg,,POINT (-6511844.007790137 -4109634.447839168),36.0,Villa Del Parque,11.0,23,5,13.38472764187182,-0.10244628306798553
4254,18094261.0,2026-02-09 02:31:07.578594,,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--18094261,1483190.0,USD,0.0,Departamento,60.0,0.0,60.0,39.01136363636363,,3.0,1.0,Excelente,Contrafrente,,0.0,-34.58483,-58.39634,https://proxy.sosiva451.com/proxy/F777F37B736571AC3753432AACB00A3089DD8A1ADBF6AFF541664D04D3417E433061FAA959AC5BB01DC3041292C680AD71240CC2E6504A7144CA5F2869D0757B80485E534F8606FC9156D7277F9B9CD5C706EC2EF65235A980D367C6F5D4C8B1,images/18094261.jpg,2.0,POINT (-6500650.832990873 -4107603.3571875584),27.0,Recoleta,2.0,39,5,14.209705731591926,-0.09822435227992266
2750,18703062.0,2026-02-05 01:14:48.065464,,https://www.argenprop.com/departamento-en-alquiler-en-palermo-hollywood-3-ambientes--18703062,790000.0,ARS,186000.0,Departamento,55.0,0.0,55.0,50.0,,3.0,1.0,Muy Bueno,Interno,E,0.0,-34.58422,-58.43828,https://www.argenprop.com/static-content/26030781/0c76b645-57f8-447f-8d6b-e1a9471b3fa5_u_small.jpg,images/18703062.jpg,,POINT (-6505319.572434743 -4107520.877243032),20.0,Palermo,14.0,50,4,13.579788224443204,-0.09803471958214871
2484,18592604.0,2026-02-05 01:14:47.094686,,https://www.argenprop.com/departamento-en-alquiler-en-tribunales-3-ambientes--18592604,900000.0,ARS,230000.0,,50.0,0.0,50.0,45.0,,3.0,1.0,Muy Bueno,Lateral,,0.0,-34.603844,-58.3879,https://www.argenprop.com/static-content/40629581/74fec1f2-5c7a-4a0a-9071-76307f06d3a2_u_small.jpg,images/18592604.jpg,,POINT (-6499711.2964885775 -4110174.601270868),31.0,San Nicolas,1.0,45,4,13.710150042306449,-0.09429209437850972
4351,18987131.0,2026-02-09 13:20:59.269745,,https://www.argenprop.com/departamento-en-alquiler-en-caballito-sur-3-ambientes--18987131,950000.0,ARS,133000.0,,54.0,9.0,63.0,50.0,,3.0,1.0,Muy Bueno,Contrafrente,,0.0,-34.619766,-58.43318,https://proxy.sosiva451.com/proxy/8722102B7B002ACB36C552044AB3B227C1799D480D7A8DE370C22423F1909A150F45F12B2C632087AA12ACD625A4C621EC41C0EE69183B8E5E4F4D6842984453650CFD8BCAC8B247ADADDB7B9DCEFE0A9F52A2158641C669D7407AB2B2F152CD82F913E75480165DD4A4F38D0C558BD3902AEB82CD5E70535022E3A75F3FC82447BBD010F2B9E1D93185DA1D96C727B492AEF7AB591CFD0E33B6CF9A58375FC5,images/18987131.jpg,2.0,POINT (-6504751.843031697 -4112328.1702402146),7.0,Caballito,6.0,50,4,13.764217263576723,-0.08716562890788282
4350,18987129.0,2026-02-09 13:20:59.269745,,https://www.argenprop.com/departamento-en-alquiler-en-caballito-sur-3-ambientes--18987129,950000.0,ARS,133000.0,,54.0,9.0,63.0,50.0,,3.0,1.0,Muy Bueno,Contrafrente,,0.0,-34.619766,-58.43318,https://proxy.sosiva451.com/proxy/AD486D2FE02128C74CC94C139BBF80F0CFCE7B8DB0A42A5F4E2EB3E9C142B0F6446C16F8A0E9B447EE96E465F8B441CD1C8C9AE42F714D088B7F920E34E445A2BDD8CBF925AA07E1EEE07EA07623B02945C50FCB2E8765685662D1E81091856BDF5E5C2557714F0C25AE039927B8628E2E90A47BF013F9FE95CF1AF0E6D5AABDD7D961DA9D3A9744DA853AA72A2377D2762B101F3CA739E42594D430B997B18E,images/18987129.jpg,2.0,POINT (-6504751.843031697 -4112328.1702402146),7.0,Caballito,6.0,50,4,13.764217263576723,-0.08716562890788282
4352,18987125.0,2026-02-09 13:20:59.285927,,https://www.argenprop.com/departamento-en-alquiler-en-caballito-sur-3-ambientes--18987125,950000.0,ARS,133000.0,,54.0,9.0,63.0,50.0,,3.0,1.0,Muy Bueno,Contrafrente,,0.0,-34.619766,-58.43318,https://proxy.sosiva451.com/proxy/53E8F1AC0F489001968CD030AA1863E96472D3D539CDCDC357A3B145A18A4E19E80BA5673099AC7AB8B75B56C1630089EF4ED5B4B0C2448EDCFA023BED967A7B3C3560A0C4DDD600282C4DD1C57CD08CAB94061777E05C7F417482454AC0B488D5F2571EFD76755E2F3FF79E1107CCE625A0970ED22072F0C6BCDCC14725EA6817937AD89C01B171C299C048609F43B9D5E4E3EA4A2FB71380DFE19265E11777,images/18987125.jpg,2.0,POINT (-6504751.843031697 -4112328.1702402146),7.0,Caballito,6.0,50,4,13.764217263576723,-0.08716562890788282
4463,18996549.0,2026-02-09 13:21:00.404416,,https://www.argenprop.com/departamento-en-alquiler-en-villa-del-parque-1-ambiente--18996549,650000.0,ARS,50000.0,Departamento,34.0,6.0,45.0,23.285714285714285,,1.0,1.0,Excelente,Frente,NE,0.0,-34.59985,-58.49689,https://www.argenprop.com/static-content/94569981/50d4b932-bf41-4b31-bee2-42fdacdef9aa_u_small.jpg,images/18996549.jpg,,POINT (-6511844.007790137 -4109634.447839168),36.0,Villa Del Parque,11.0,23,5,13.38472764187182,-0.08646649661543115
4480,18996622.0,2026-02-09 13:21:00.516191,,https://www.argenprop.com/departamento-en-alquiler-en-caballito-1-ambiente--18996622,700000.0,ARS,0.0,Departamento,36.0,4.0,40.0,32.78313253012048,,1.0,1.0,Excelente,Contrafrente,,0.0,-34.61869,-58.43076,https://www.argenprop.com/static-content/22669981/864563f1-177d-4e43-98bb-c950481ed9ca_u_small.jpg,images/18996622.jpg,,POINT (-6504482.449863979 -4112182.6202196064),7.0,Caballito,6.0,33,5,13.458835614025542,-0.08445481210338279
4237,18774741.0,2026-02-06 21:39:53.558367,,https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-3-ambientes--18774741,950000.0,ARS,190000.0,Departamento,58.0,0.0,65.0,45.0,,3.0,1.0,Muy Bueno,Frente,NO,1.0,-34.60743,-58.50971,https://www.argenprop.com/static-content/14747781/374efb57-e539-4448-bd9d-ced9d14e7f18_u_small.jpg,images/18774741.jpg,2.0,POINT (-6513271.123662106 -4110659.598419057),37.0,Villa Devoto,11.0,45,4,13.764217263576723,-0.08403411155971874
2772,18966061.0,2026-02-05 01:14:48.161397,,https://www.argenprop.com/departamento-en-alquiler-en-boedo-2-ambientes--18966061,670000.0,ARS,200000.0,Departamento,38.0,3.0,41.0,10.0,,2.0,1.0,Excelente,Contrafrente,,0.0,-34.61502,-58.40689,https://www.argenprop.com/static-content/16066981/a32f5044-15b3-4082-8664-71a42b4c2526_u_small.jpg,images/18966061.jpg,,POINT (-6501825.253618741 -4111686.1952161114),2.0,Balvanera,3.0,10,5,13.415032991367148,-0.0836636375311599
